"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GFCF","TOT","AGRWTH","A","1960",5.671711,
"AUS","GFCF","TOT","AGRWTH","A","1961",1.778081,
"AUS","GFCF","TOT","AGRWTH","A","1962",6.25203,
"AUS","GFCF","TOT","AGRWTH","A","1963",9.36615,
"AUS","GFCF","TOT","AGRWTH","A","1964",7.483513,
"AUS","GFCF","TOT","AGRWTH","A","1965",8.13242,
"AUS","GFCF","TOT","AGRWTH","A","1966",5.097216,
"AUS","GFCF","TOT","AGRWTH","A","1967",7.374136,
"AUS","GFCF","TOT","AGRWTH","A","1968",6.391864,
"AUS","GFCF","TOT","AGRWTH","A","1969",3.280286,
"AUS","GFCF","TOT","AGRWTH","A","1970",3.221345,
"AUS","GFCF","TOT","AGRWTH","A","1971",2.806477,
"AUS","GFCF","TOT","AGRWTH","A","1972",3.058763,
"AUS","GFCF","TOT","AGRWTH","A","1973",4.26817,
"AUS","GFCF","TOT","AGRWTH","A","1974",-6.410547,
"AUS","GFCF","TOT","AGRWTH","A","1975",3.435119,
"AUS","GFCF","TOT","AGRWTH","A","1976",3.890158,
"AUS","GFCF","TOT","AGRWTH","A","1977",3.834665,
"AUS","GFCF","TOT","AGRWTH","A","1978",9.775399,
"AUS","GFCF","TOT","AGRWTH","A","1979",2.872711,
"AUS","GFCF","TOT","AGRWTH","A","1980",12.788742,
"AUS","GFCF","TOT","AGRWTH","A","1981",7.251157,
"AUS","GFCF","TOT","AGRWTH","A","1982",-9.469887,
"AUS","GFCF","TOT","AGRWTH","A","1983",5.08058,
"AUS","GFCF","TOT","AGRWTH","A","1984",9.60973,
"AUS","GFCF","TOT","AGRWTH","A","1985",5.930679,
"AUS","GFCF","TOT","AGRWTH","A","1986",0.386336,
"AUS","GFCF","TOT","AGRWTH","A","1987",7.490594,
"AUS","GFCF","TOT","AGRWTH","A","1988",10.721596,
"AUS","GFCF","TOT","AGRWTH","A","1989",0.906255,
"AUS","GFCF","TOT","AGRWTH","A","1990",-9.480048,
"AUS","GFCF","TOT","AGRWTH","A","1991",-3.997047,
"AUS","GFCF","TOT","AGRWTH","A","1992",6.634895,
"AUS","GFCF","TOT","AGRWTH","A","1993",5.793182,
"AUS","GFCF","TOT","AGRWTH","A","1994",11.025554,
"AUS","GFCF","TOT","AGRWTH","A","1995",2.737465,
"AUS","GFCF","TOT","AGRWTH","A","1996",6.637565,
"AUS","GFCF","TOT","AGRWTH","A","1997",9.742976,
"AUS","GFCF","TOT","AGRWTH","A","1998",4.439226,
"AUS","GFCF","TOT","AGRWTH","A","1999",8.094573,
"AUS","GFCF","TOT","AGRWTH","A","2000",-7.94324,
"AUS","GFCF","TOT","AGRWTH","A","2001",9.124017,
"AUS","GFCF","TOT","AGRWTH","A","2002",12.567451,
"AUS","GFCF","TOT","AGRWTH","A","2003",8.735395,
"AUS","GFCF","TOT","AGRWTH","A","2004",6.094124,
"AUS","GFCF","TOT","AGRWTH","A","2005",8.273496,
"AUS","GFCF","TOT","AGRWTH","A","2006",4.51986,
"AUS","GFCF","TOT","AGRWTH","A","2007",8.76208,
"AUS","GFCF","TOT","AGRWTH","A","2008",1.523994,
"AUS","GFCF","TOT","AGRWTH","A","2009",1.747917,
"AUS","GFCF","TOT","AGRWTH","A","2010",3.599922,
"AUS","GFCF","TOT","AGRWTH","A","2011",11.602672,
"AUS","GFCF","TOT","AGRWTH","A","2012",2.891356,
"AUS","GFCF","TOT","AGRWTH","A","2013",-1.888894,
"AUS","GFCF","TOT","AGRWTH","A","2014",-3.69215,
"AUS","GFCF","TOT","AGRWTH","A","2015",-3.642824,
"AUS","GFCF","TOT","AGRWTH","A","2016",-0.039123,
"AUS","GFCF","TOT","AGRWTH","A","2017",4.840781,
"AUS","GFCF","TOT","AGRWTH","A","2018",-1.279559,
"AUS","GFCF","TOT","AGRWTH","A","2019",-2.472106,
"AUS","GFCF","TOT","AGRWTH","A","2020",2.750251,
"AUS","GFCF","TOT","MLN_USD","A","1960",7594.023,
"AUS","GFCF","TOT","MLN_USD","A","1961",7555.709,
"AUS","GFCF","TOT","MLN_USD","A","1962",8263.204,
"AUS","GFCF","TOT","MLN_USD","A","1963",9144.787,
"AUS","GFCF","TOT","MLN_USD","A","1964",10182.874,
"AUS","GFCF","TOT","MLN_USD","A","1965",11145.34,
"AUS","GFCF","TOT","MLN_USD","A","1966",12051.79,
"AUS","GFCF","TOT","MLN_USD","A","1967",13338.571,
"AUS","GFCF","TOT","MLN_USD","A","1968",14610.61,
"AUS","GFCF","TOT","MLN_USD","A","1969",16429.956,
"AUS","GFCF","TOT","MLN_USD","A","1970",18032.557,
"AUS","GFCF","TOT","MLN_USD","A","1971",19282.718,
"AUS","GFCF","TOT","MLN_USD","A","1972",20289.017,
"AUS","GFCF","TOT","MLN_USD","A","1973",22451.262,
"AUS","GFCF","TOT","MLN_USD","A","1974",22305.921,
"AUS","GFCF","TOT","MLN_USD","A","1975",25378.099,
"AUS","GFCF","TOT","MLN_USD","A","1976",26882.823,
"AUS","GFCF","TOT","MLN_USD","A","1977",29014.448,
"AUS","GFCF","TOT","MLN_USD","A","1978",32899.492,
"AUS","GFCF","TOT","MLN_USD","A","1979",36426.311,
"AUS","GFCF","TOT","MLN_USD","A","1980",44009.833,
"AUS","GFCF","TOT","MLN_USD","A","1981",51603.495,
"AUS","GFCF","TOT","MLN_USD","A","1982",48285.459,
"AUS","GFCF","TOT","MLN_USD","A","1983",51150.053,
"AUS","GFCF","TOT","MLN_USD","A","1984",57234.657,
"AUS","GFCF","TOT","MLN_USD","A","1985",64456.227,
"AUS","GFCF","TOT","MLN_USD","A","1986",67075.192,
"AUS","GFCF","TOT","MLN_USD","A","1987",72470.315,
"AUS","GFCF","TOT","MLN_USD","A","1988",81223.07,
"AUS","GFCF","TOT","MLN_USD","A","1989",82903.634,
"AUS","GFCF","TOT","MLN_USD","A","1990",74749.781,
"AUS","GFCF","TOT","MLN_USD","A","1991",71716.099,
"AUS","GFCF","TOT","MLN_USD","A","1992",78555.115,
"AUS","GFCF","TOT","MLN_USD","A","1993",85209.141,
"AUS","GFCF","TOT","MLN_USD","A","1994",95676.433,
"AUS","GFCF","TOT","MLN_USD","A","1995",97479.554,
"AUS","GFCF","TOT","MLN_USD","A","1996",102006.126,
"AUS","GFCF","TOT","MLN_USD","A","1997",113366.832,
"AUS","GFCF","TOT","MLN_USD","A","1998",121384.928,
"AUS","GFCF","TOT","MLN_USD","A","1999",132527.854,
"AUS","GFCF","TOT","MLN_USD","A","2000",125150.998,
"AUS","GFCF","TOT","MLN_USD","A","2001",138589.707,
"AUS","GFCF","TOT","MLN_USD","A","2002",156538.412,
"AUS","GFCF","TOT","MLN_USD","A","2003",170045.773,
"AUS","GFCF","TOT","MLN_USD","A","2004",183020.816,
"AUS","GFCF","TOT","MLN_USD","A","2005",200075.516,
"AUS","GFCF","TOT","MLN_USD","A","2006",212588.777,
"AUS","GFCF","TOT","MLN_USD","A","2007",233233.19,
"AUS","GFCF","TOT","MLN_USD","A","2008",235404.924,
"AUS","GFCF","TOT","MLN_USD","A","2009",244402.802,
"AUS","GFCF","TOT","MLN_USD","A","2010",245533.071,
"AUS","GFCF","TOT","MLN_USD","A","2011",272191.873,
"AUS","GFCF","TOT","MLN_USD","A","2012",277898.697,
"AUS","GFCF","TOT","MLN_USD","A","2013",296971.28,
"AUS","GFCF","TOT","MLN_USD","A","2014",293095.41,
"AUS","GFCF","TOT","MLN_USD","A","2015",285146.555,
"AUS","GFCF","TOT","MLN_USD","A","2016",291105.217,
"AUS","GFCF","TOT","MLN_USD","A","2017",304167.769,
"AUS","GFCF","TOT","MLN_USD","A","2018",308748.697,
"AUS","GFCF","TOT","MLN_USD","A","2019",302666.187,
"AUS","GFCF","TOT","MLN_USD","A","2020",320551.954,
"AUT","GFCF","TOT","AGRWTH","A","1971",13.790463,"E"
"AUT","GFCF","TOT","AGRWTH","A","1972",12.137526,"E"
"AUT","GFCF","TOT","AGRWTH","A","1973",0.349154,"E"
"AUT","GFCF","TOT","AGRWTH","A","1974",3.968685,"E"
"AUT","GFCF","TOT","AGRWTH","A","1975",-4.951893,"E"
"AUT","GFCF","TOT","AGRWTH","A","1976",3.818012,"E"
"AUT","GFCF","TOT","AGRWTH","A","1977",8.932134,"E"
"AUT","GFCF","TOT","AGRWTH","A","1978",-6.472554,"E"
"AUT","GFCF","TOT","AGRWTH","A","1979",5.825937,"E"
"AUT","GFCF","TOT","AGRWTH","A","1980",3.32289,"E"
"AUT","GFCF","TOT","AGRWTH","A","1981",-0.055887,"E"
"AUT","GFCF","TOT","AGRWTH","A","1982",-8.324824,"E"
"AUT","GFCF","TOT","AGRWTH","A","1983",-0.429917,"E"
"AUT","GFCF","TOT","AGRWTH","A","1984",-0.245139,"E"
"AUT","GFCF","TOT","AGRWTH","A","1985",6.181619,"E"
"AUT","GFCF","TOT","AGRWTH","A","1986",1.886024,"E"
"AUT","GFCF","TOT","AGRWTH","A","1987",4.37044,"E"
"AUT","GFCF","TOT","AGRWTH","A","1988",7.061027,"E"
"AUT","GFCF","TOT","AGRWTH","A","1989",4.460943,"E"
"AUT","GFCF","TOT","AGRWTH","A","1990",5.492337,"E"
"AUT","GFCF","TOT","AGRWTH","A","1991",8.319668,"E"
"AUT","GFCF","TOT","AGRWTH","A","1992",0.136945,"E"
"AUT","GFCF","TOT","AGRWTH","A","1993",-1.22393,"E"
"AUT","GFCF","TOT","AGRWTH","A","1994",5.145812,"E"
"AUT","GFCF","TOT","AGRWTH","A","1995",0.191927,
"AUT","GFCF","TOT","AGRWTH","A","1996",4.375736,
"AUT","GFCF","TOT","AGRWTH","A","1997",0.740085,
"AUT","GFCF","TOT","AGRWTH","A","1998",3.429916,
"AUT","GFCF","TOT","AGRWTH","A","1999",1.225723,
"AUT","GFCF","TOT","AGRWTH","A","2000",5.828588,
"AUT","GFCF","TOT","AGRWTH","A","2001",-1.110558,
"AUT","GFCF","TOT","AGRWTH","A","2002",-2.865714,
"AUT","GFCF","TOT","AGRWTH","A","2003",3.842742,
"AUT","GFCF","TOT","AGRWTH","A","2004",0.940609,
"AUT","GFCF","TOT","AGRWTH","A","2005",0.252779,
"AUT","GFCF","TOT","AGRWTH","A","2006",1.150714,
"AUT","GFCF","TOT","AGRWTH","A","2007",4.644313,
"AUT","GFCF","TOT","AGRWTH","A","2008",1.606895,
"AUT","GFCF","TOT","AGRWTH","A","2009",-7.177639,
"AUT","GFCF","TOT","AGRWTH","A","2010",-2.586536,
"AUT","GFCF","TOT","AGRWTH","A","2011",6.64983,
"AUT","GFCF","TOT","AGRWTH","A","2012",0.905907,
"AUT","GFCF","TOT","AGRWTH","A","2013",1.564088,
"AUT","GFCF","TOT","AGRWTH","A","2014",-0.402953,
"AUT","GFCF","TOT","AGRWTH","A","2015",2.301522,
"AUT","GFCF","TOT","AGRWTH","A","2016",4.30583,
"AUT","GFCF","TOT","AGRWTH","A","2017",4.236582,
"AUT","GFCF","TOT","AGRWTH","A","2018",4.40211,
"AUT","GFCF","TOT","AGRWTH","A","2019",4.79504,
"AUT","GFCF","TOT","AGRWTH","A","2020",-5.194499,
"AUT","GFCF","TOT","AGRWTH","A","2021",4.007875,
"AUT","GFCF","TOT","MLN_USD","A","1970",7779.039,"E"
"AUT","GFCF","TOT","MLN_USD","A","1971",9257.397,"E"
"AUT","GFCF","TOT","MLN_USD","A","1972",11126.018,"E"
"AUT","GFCF","TOT","MLN_USD","A","1973",11615.525,"E"
"AUT","GFCF","TOT","MLN_USD","A","1974",13110.457,"E"
"AUT","GFCF","TOT","MLN_USD","A","1975",13394.809,"E"
"AUT","GFCF","TOT","MLN_USD","A","1976",14433.671,"E"
"AUT","GFCF","TOT","MLN_USD","A","1977",16613.728,"E"
"AUT","GFCF","TOT","MLN_USD","A","1978",16508.708,"E"
"AUT","GFCF","TOT","MLN_USD","A","1979",19031.666,"E"
"AUT","GFCF","TOT","MLN_USD","A","1980",21685.083,"E"
"AUT","GFCF","TOT","MLN_USD","A","1981",23623.995,"E"
"AUT","GFCF","TOT","MLN_USD","A","1982",23082.088,"E"
"AUT","GFCF","TOT","MLN_USD","A","1983",23829.371,"E"
"AUT","GFCF","TOT","MLN_USD","A","1984",24183.013,"E"
"AUT","GFCF","TOT","MLN_USD","A","1985",26264.963,"E"
"AUT","GFCF","TOT","MLN_USD","A","1986",27170.538,"E"
"AUT","GFCF","TOT","MLN_USD","A","1987",28897.313,"E"
"AUT","GFCF","TOT","MLN_USD","A","1988",31856.391,"E"
"AUT","GFCF","TOT","MLN_USD","A","1989",34744.613,"E"
"AUT","GFCF","TOT","MLN_USD","A","1990",37905.901,"E"
"AUT","GFCF","TOT","MLN_USD","A","1991",42254.008,"E"
"AUT","GFCF","TOT","MLN_USD","A","1992",43435.126,"E"
"AUT","GFCF","TOT","MLN_USD","A","1993",43818.417,"E"
"AUT","GFCF","TOT","MLN_USD","A","1994",46984.496,"E"
"AUT","GFCF","TOT","MLN_USD","A","1995",47625.991,
"AUT","GFCF","TOT","MLN_USD","A","1996",50403.574,
"AUT","GFCF","TOT","MLN_USD","A","1997",51500.021,
"AUT","GFCF","TOT","MLN_USD","A","1998",54195.808,
"AUT","GFCF","TOT","MLN_USD","A","1999",55070.057,
"AUT","GFCF","TOT","MLN_USD","A","2000",60276.533,
"AUT","GFCF","TOT","MLN_USD","A","2001",59233.803,
"AUT","GFCF","TOT","MLN_USD","A","2002",59293.456,
"AUT","GFCF","TOT","MLN_USD","A","2003",62935.942,
"AUT","GFCF","TOT","MLN_USD","A","2004",65112.203,
"AUT","GFCF","TOT","MLN_USD","A","2005",66410.085,
"AUT","GFCF","TOT","MLN_USD","A","2006",70382.128,
"AUT","GFCF","TOT","MLN_USD","A","2007",74960.746,
"AUT","GFCF","TOT","MLN_USD","A","2008",80027.509,
"AUT","GFCF","TOT","MLN_USD","A","2009",76516.441,
"AUT","GFCF","TOT","MLN_USD","A","2010",75878.312,
"AUT","GFCF","TOT","MLN_USD","A","2011",83826.572,
"AUT","GFCF","TOT","MLN_USD","A","2012",88702.598,
"AUT","GFCF","TOT","MLN_USD","A","2013",93628.507,
"AUT","GFCF","TOT","MLN_USD","A","2014",94507.991,
"AUT","GFCF","TOT","MLN_USD","A","2015",97817.345,
"AUT","GFCF","TOT","MLN_USD","A","2016",106308.203,
"AUT","GFCF","TOT","MLN_USD","A","2017",112611.401,
"AUT","GFCF","TOT","MLN_USD","A","2018",121288.942,
"AUT","GFCF","TOT","MLN_USD","A","2019",128720.546,
"AUT","GFCF","TOT","MLN_USD","A","2020",125364.211,
"AUT","GFCF","TOT","MLN_USD","A","2021",135936.117,
"BEL","GFCF","TOT","AGRWTH","A","1971",-1.900556,"E"
"BEL","GFCF","TOT","AGRWTH","A","1972",3.394803,"E"
"BEL","GFCF","TOT","AGRWTH","A","1973",7.023373,"E"
"BEL","GFCF","TOT","AGRWTH","A","1974",6.938162,"E"
"BEL","GFCF","TOT","AGRWTH","A","1975",-1.867293,"E"
"BEL","GFCF","TOT","AGRWTH","A","1976",3.993468,"E"
"BEL","GFCF","TOT","AGRWTH","A","1977",0.041941,"E"
"BEL","GFCF","TOT","AGRWTH","A","1978",2.764241,"E"
"BEL","GFCF","TOT","AGRWTH","A","1979",-2.721312,"E"
"BEL","GFCF","TOT","AGRWTH","A","1980",12.590153,"E"
"BEL","GFCF","TOT","AGRWTH","A","1981",-15.533843,"E"
"BEL","GFCF","TOT","AGRWTH","A","1982",-4,"E"
"BEL","GFCF","TOT","AGRWTH","A","1983",-5.312238,"E"
"BEL","GFCF","TOT","AGRWTH","A","1984",2.342223,"E"
"BEL","GFCF","TOT","AGRWTH","A","1985",4.465509,"E"
"BEL","GFCF","TOT","AGRWTH","A","1986",3.067104,"E"
"BEL","GFCF","TOT","AGRWTH","A","1987",4.947446,"E"
"BEL","GFCF","TOT","AGRWTH","A","1988",16.018117,"E"
"BEL","GFCF","TOT","AGRWTH","A","1989",11.7529,"E"
"BEL","GFCF","TOT","AGRWTH","A","1990",8.580777,"E"
"BEL","GFCF","TOT","AGRWTH","A","1991",-4.143916,"E"
"BEL","GFCF","TOT","AGRWTH","A","1992",1.084901,"E"
"BEL","GFCF","TOT","AGRWTH","A","1993",-2.518297,"E"
"BEL","GFCF","TOT","AGRWTH","A","1994",0.383785,"E"
"BEL","GFCF","TOT","AGRWTH","A","1995",3.39307,
"BEL","GFCF","TOT","AGRWTH","A","1996",0.553215,
"BEL","GFCF","TOT","AGRWTH","A","1997",6.699101,
"BEL","GFCF","TOT","AGRWTH","A","1998",2.251966,
"BEL","GFCF","TOT","AGRWTH","A","1999",4.095241,
"BEL","GFCF","TOT","AGRWTH","A","2000",4.969182,
"BEL","GFCF","TOT","AGRWTH","A","2001",1.626086,
"BEL","GFCF","TOT","AGRWTH","A","2002",-4.130362,
"BEL","GFCF","TOT","AGRWTH","A","2003",-0.13198,
"BEL","GFCF","TOT","AGRWTH","A","2004",9.029859,
"BEL","GFCF","TOT","AGRWTH","A","2005",5.737788,
"BEL","GFCF","TOT","AGRWTH","A","2006",1.905444,
"BEL","GFCF","TOT","AGRWTH","A","2007",7.281924,
"BEL","GFCF","TOT","AGRWTH","A","2008",1.906928,
"BEL","GFCF","TOT","AGRWTH","A","2009",-6.622662,
"BEL","GFCF","TOT","AGRWTH","A","2010",0.006975,
"BEL","GFCF","TOT","AGRWTH","A","2011",5.220219,
"BEL","GFCF","TOT","AGRWTH","A","2012",0.648734,
"BEL","GFCF","TOT","AGRWTH","A","2013",-2.269665,
"BEL","GFCF","TOT","AGRWTH","A","2014",5.356472,
"BEL","GFCF","TOT","AGRWTH","A","2015",3.741525,
"BEL","GFCF","TOT","AGRWTH","A","2016",4.155341,
"BEL","GFCF","TOT","AGRWTH","A","2017",1.402296,
"BEL","GFCF","TOT","AGRWTH","A","2018",3.027625,
"BEL","GFCF","TOT","AGRWTH","A","2019",4.371389,
"BEL","GFCF","TOT","AGRWTH","A","2020",-6.070444,"P"
"BEL","GFCF","TOT","AGRWTH","A","2021",7.812232,"P"
"BEL","GFCF","TOT","MLN_USD","A","1970",10039.063,"E"
"BEL","GFCF","TOT","MLN_USD","A","1971",10639.359,"E"
"BEL","GFCF","TOT","MLN_USD","A","1972",11289.628,"E"
"BEL","GFCF","TOT","MLN_USD","A","1973",12668.092,"E"
"BEL","GFCF","TOT","MLN_USD","A","1974",15265.13,"E"
"BEL","GFCF","TOT","MLN_USD","A","1975",16263.874,"E"
"BEL","GFCF","TOT","MLN_USD","A","1976",17747.609,"E"
"BEL","GFCF","TOT","MLN_USD","A","1977",18594.244,"E"
"BEL","GFCF","TOT","MLN_USD","A","1978",20467.899,"E"
"BEL","GFCF","TOT","MLN_USD","A","1979",21655.077,"E"
"BEL","GFCF","TOT","MLN_USD","A","1980",25141.829,"E"
"BEL","GFCF","TOT","MLN_USD","A","1981",23837.601,"E"
"BEL","GFCF","TOT","MLN_USD","A","1982",23969.744,"E"
"BEL","GFCF","TOT","MLN_USD","A","1983",23047.185,"E"
"BEL","GFCF","TOT","MLN_USD","A","1984",24005.407,"E"
"BEL","GFCF","TOT","MLN_USD","A","1985",25797.176,"E"
"BEL","GFCF","TOT","MLN_USD","A","1986",26573.809,"E"
"BEL","GFCF","TOT","MLN_USD","A","1987",28520.362,"E"
"BEL","GFCF","TOT","MLN_USD","A","1988",34103.945,"E"
"BEL","GFCF","TOT","MLN_USD","A","1989",39734.337,"E"
"BEL","GFCF","TOT","MLN_USD","A","1990",44644.485,"E"
"BEL","GFCF","TOT","MLN_USD","A","1991",43886.536,"E"
"BEL","GFCF","TOT","MLN_USD","A","1992",44976.301,"E"
"BEL","GFCF","TOT","MLN_USD","A","1993",43989.869,"E"
"BEL","GFCF","TOT","MLN_USD","A","1994",45248.646,"E"
"BEL","GFCF","TOT","MLN_USD","A","1995",48284.462,
"BEL","GFCF","TOT","MLN_USD","A","1996",48925.149,
"BEL","GFCF","TOT","MLN_USD","A","1997",52805.238,
"BEL","GFCF","TOT","MLN_USD","A","1998",54154.19,
"BEL","GFCF","TOT","MLN_USD","A","1999",57670.405,
"BEL","GFCF","TOT","MLN_USD","A","2000",64106.098,
"BEL","GFCF","TOT","MLN_USD","A","2001",66304.44,
"BEL","GFCF","TOT","MLN_USD","A","2002",64759.209,
"BEL","GFCF","TOT","MLN_USD","A","2003",65778.871,
"BEL","GFCF","TOT","MLN_USD","A","2004",71711.292,
"BEL","GFCF","TOT","MLN_USD","A","2005",77019.881,
"BEL","GFCF","TOT","MLN_USD","A","2006",83031.102,
"BEL","GFCF","TOT","MLN_USD","A","2007",91059.889,
"BEL","GFCF","TOT","MLN_USD","A","2008",97854.4,
"BEL","GFCF","TOT","MLN_USD","A","2009",92861.07,
"BEL","GFCF","TOT","MLN_USD","A","2010",96032.13,
"BEL","GFCF","TOT","MLN_USD","A","2011",103991.391,
"BEL","GFCF","TOT","MLN_USD","A","2012",107856.655,
"BEL","GFCF","TOT","MLN_USD","A","2013",108058.762,
"BEL","GFCF","TOT","MLN_USD","A","2014",114854.701,
"BEL","GFCF","TOT","MLN_USD","A","2015",119611.368,
"BEL","GFCF","TOT","MLN_USD","A","2016",128185.371,
"BEL","GFCF","TOT","MLN_USD","A","2017",133569.379,
"BEL","GFCF","TOT","MLN_USD","A","2018",141626.661,
"BEL","GFCF","TOT","MLN_USD","A","2019",150645.115,
"BEL","GFCF","TOT","MLN_USD","A","2020",146616.459,"P"
"BEL","GFCF","TOT","MLN_USD","A","2021",167355.668,"P"
"CAN","GFCF","TOT","MLN_USD","A","1961",9800.04,
"CAN","GFCF","TOT","MLN_USD","A","1962",10433.014,
"CAN","GFCF","TOT","MLN_USD","A","1963",11059.938,
"CAN","GFCF","TOT","MLN_USD","A","1964",12764.879,
"CAN","GFCF","TOT","MLN_USD","A","1965",14804.836,
"CAN","GFCF","TOT","MLN_USD","A","1966",16980.587,
"CAN","GFCF","TOT","MLN_USD","A","1967",17264.868,
"CAN","GFCF","TOT","MLN_USD","A","1968",17836.283,
"CAN","GFCF","TOT","MLN_USD","A","1969",19699.739,
"CAN","GFCF","TOT","MLN_USD","A","1970",21506.296,
"CAN","GFCF","TOT","MLN_USD","A","1971",24425.745,
"CAN","GFCF","TOT","MLN_USD","A","1972",26537.528,
"CAN","GFCF","TOT","MLN_USD","A","1973",30597.185,
"CAN","GFCF","TOT","MLN_USD","A","1974",35674.96,
"CAN","GFCF","TOT","MLN_USD","A","1975",40832.562,
"CAN","GFCF","TOT","MLN_USD","A","1976",44720.913,
"CAN","GFCF","TOT","MLN_USD","A","1977",48091.508,
"CAN","GFCF","TOT","MLN_USD","A","1978",52603.58,
"CAN","GFCF","TOT","MLN_USD","A","1979",60012.22,
"CAN","GFCF","TOT","MLN_USD","A","1980",68437.946,
"CAN","GFCF","TOT","MLN_USD","A","1981",81267.38,
"CAN","GFCF","TOT","MLN_USD","A","1982",75354.146,
"CAN","GFCF","TOT","MLN_USD","A","1983",74841.858,
"CAN","GFCF","TOT","MLN_USD","A","1984",78749.562,
"CAN","GFCF","TOT","MLN_USD","A","1985",87396.448,
"CAN","GFCF","TOT","MLN_USD","A","1986",92520.759,
"CAN","GFCF","TOT","MLN_USD","A","1987",102532.381,
"CAN","GFCF","TOT","MLN_USD","A","1988",114727.635,
"CAN","GFCF","TOT","MLN_USD","A","1989",123781.332,
"CAN","GFCF","TOT","MLN_USD","A","1990",121586.12,
"CAN","GFCF","TOT","MLN_USD","A","1991",114904.736,
"CAN","GFCF","TOT","MLN_USD","A","1992",113441.172,
"CAN","GFCF","TOT","MLN_USD","A","1993",114738.864,
"CAN","GFCF","TOT","MLN_USD","A","1994",127297.454,
"CAN","GFCF","TOT","MLN_USD","A","1995",126263.115,
"CAN","GFCF","TOT","MLN_USD","A","1996",133928.829,
"CAN","GFCF","TOT","MLN_USD","A","1997",153345.308,
"CAN","GFCF","TOT","MLN_USD","A","1998",163139.116,
"CAN","GFCF","TOT","MLN_USD","A","1999",170893.761,
"CAN","GFCF","TOT","MLN_USD","A","2000",176589.382,
"CAN","GFCF","TOT","MLN_USD","A","2001",188980.527,
"CAN","GFCF","TOT","MLN_USD","A","2002",193957.132,
"CAN","GFCF","TOT","MLN_USD","A","2003",204863.44,
"CAN","GFCF","TOT","MLN_USD","A","2004",226199.125,
"CAN","GFCF","TOT","MLN_USD","A","2005",255787.522,
"CAN","GFCF","TOT","MLN_USD","A","2006",284141.314,
"CAN","GFCF","TOT","MLN_USD","A","2007",303778.741,
"CAN","GFCF","TOT","MLN_USD","A","2008",315047.1,
"CAN","GFCF","TOT","MLN_USD","A","2009",291552.241,
"CAN","GFCF","TOT","MLN_USD","A","2010",319912.11,
"CAN","GFCF","TOT","MLN_USD","A","2011",336389.843,
"CAN","GFCF","TOT","MLN_USD","A","2012",359598.706,
"CAN","GFCF","TOT","MLN_USD","A","2013",375899.36,
"CAN","GFCF","TOT","MLN_USD","A","2014",395447.586,
"CAN","GFCF","TOT","MLN_USD","A","2015",380381.398,
"CAN","GFCF","TOT","MLN_USD","A","2016",382141.368,
"CAN","GFCF","TOT","MLN_USD","A","2017",400763.477,
"CAN","GFCF","TOT","MLN_USD","A","2018",417194.204,
"CAN","GFCF","TOT","MLN_USD","A","2019",412970.592,
"CAN","GFCF","TOT","MLN_USD","A","2020",412088.764,
"CAN","GFCF","TOT","MLN_USD","A","2021",462636.683,
"CZE","GFCF","TOT","AGRWTH","A","1991",-27.337695,"E"
"CZE","GFCF","TOT","AGRWTH","A","1992",16.477467,"E"
"CZE","GFCF","TOT","AGRWTH","A","1993",0.189121,"E"
"CZE","GFCF","TOT","AGRWTH","A","1994",11.749901,"E"
"CZE","GFCF","TOT","AGRWTH","A","1995",22.59396,
"CZE","GFCF","TOT","AGRWTH","A","1996",9.754898,
"CZE","GFCF","TOT","AGRWTH","A","1997",-4.866852,
"CZE","GFCF","TOT","AGRWTH","A","1998",-1.299426,
"CZE","GFCF","TOT","AGRWTH","A","1999",-2.364923,
"CZE","GFCF","TOT","AGRWTH","A","2000",7.53407,
"CZE","GFCF","TOT","AGRWTH","A","2001",5.77924,
"CZE","GFCF","TOT","AGRWTH","A","2002",1.86949,
"CZE","GFCF","TOT","AGRWTH","A","2003",2.374661,
"CZE","GFCF","TOT","AGRWTH","A","2004",4.004873,
"CZE","GFCF","TOT","AGRWTH","A","2005",6.042015,
"CZE","GFCF","TOT","AGRWTH","A","2006",5.480581,
"CZE","GFCF","TOT","AGRWTH","A","2007",13.284251,
"CZE","GFCF","TOT","AGRWTH","A","2008",1.916391,
"CZE","GFCF","TOT","AGRWTH","A","2009",-9.023536,
"CZE","GFCF","TOT","AGRWTH","A","2010",0.349184,
"CZE","GFCF","TOT","AGRWTH","A","2011",1.057405,
"CZE","GFCF","TOT","AGRWTH","A","2012",-3.328386,
"CZE","GFCF","TOT","AGRWTH","A","2013",-2.165636,
"CZE","GFCF","TOT","AGRWTH","A","2014",3.253991,
"CZE","GFCF","TOT","AGRWTH","A","2015",9.73728,
"CZE","GFCF","TOT","AGRWTH","A","2016",-3.02741,
"CZE","GFCF","TOT","AGRWTH","A","2017",4.875815,
"CZE","GFCF","TOT","AGRWTH","A","2018",10.028181,
"CZE","GFCF","TOT","AGRWTH","A","2019",5.945106,
"CZE","GFCF","TOT","AGRWTH","A","2020",-7.484904,
"CZE","GFCF","TOT","AGRWTH","A","2021",0.641022,
"CZE","GFCF","TOT","MLN_USD","A","1990",32701.943,"E"
"CZE","GFCF","TOT","MLN_USD","A","1991",28454.518,"E"
"CZE","GFCF","TOT","MLN_USD","A","1992",33554.085,"E"
"CZE","GFCF","TOT","MLN_USD","A","1993",34951.905,"E"
